,Compound,DateTime,Neg,Neu,Pos,Source,Text,Tweets Ago
288,-0.5859,2018-06-09 23:38:29,0.78,0.22,0.0,CBSNews,RT @CBSNews: Fire department issues warning about kids getting burned by garden hoses left in the sun https://t.co/26BU9veuDz https://t.co/…,289
289,-0.4019,2018-06-09 23:38:29,0.838,0.162,0.0,nytimes,"@wificola @PJoliCo Oppressive Spain. Independents eating bread and water ...  😑
@Le_Figaro @lemondefr… https://t.co/sREJDXn4sJ",290
290,0.7269,2018-06-09 23:38:28,0.663,0.0,0.337,nytimes,"Belmont Stakes 2018: Justify Wins the Triple Crown

https://t.co/I1FRbfwv92

Shared from my Google feed",291
291,0.0,2018-06-09 23:38:28,1.0,0.0,0.0,nytimes,RT @MiaFarrow: Trump will meet Kim Jong-un without the presence of a White House science adviser or senior counselor trained in nuclear phy…,292
292,0.0,2018-06-09 23:38:27,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",293
293,0.0,2018-06-09 23:38:27,1.0,0.0,0.0,CBSNews,"""Trump blasts Canada's Trudeau for 'false statements'...""  https://t.co/kEhp60UyXS",294
294,0.0,2018-06-09 23:38:27,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",295
295,0.0,2018-06-09 23:38:27,1.0,0.0,0.0,CBSNews,Je hais ce monde https://t.co/VYilJXcd0S,296
296,-0.7096,2018-06-09 23:38:26,0.772,0.228,0.0,BBCWorld,"RT @Naijadailyfeed: This is the new way SARS (Special anti robbery squad) rob Nigerians. We need assistance
#EndSARS @AJStream @CNN @BBC @A…",297
297,0.0258,2018-06-09 23:38:26,0.672,0.16,0.168,nytimes,A Forgotten Religion Gets a Second Chance in Brooklyn   via @NYTimes https://t.co/aZjoUHHogr,298
298,0.0,2018-06-09 23:38:24,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",299
299,0.0,2018-06-09 23:38:24,1.0,0.0,0.0,BBCWorld,RT @HemanNamo: Similarly #ArundhatiRoy should be picked up for her @BBCWorld to find motive of maligning name of the country in Foreign med…,300
300,0.0,2018-06-09 23:38:24,1.0,0.0,0.0,nytimes,"RT @peterbakernyt: The American side objected to including the phrase “rules-based international order” in the G7 communique, even though i…",301
301,0.0,2018-06-09 23:38:23,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",302
302,0.0,2018-06-09 23:38:23,1.0,0.0,0.0,nytimes,RT @TerryLee__: https://t.co/H8fG1a9PiB,303
303,-0.6486,2018-06-09 23:38:22,0.656,0.255,0.089,nytimes,"RT @mattblaze: Among the daily barrage of acutely disturbing outrages, a quieter, more insidious one: the banishment of competent science a…",304
304,-0.9439,2018-06-09 23:38:21,0.466,0.534,0.0,nytimes,"RT @paulkrugman: Really, really bad. Trump is throwing a temper tantrum, threatening dire retaliation against our allies for high  tariffs…",305
305,0.0,2018-06-09 23:38:21,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",306
306,0.3612,2018-06-09 23:38:21,0.762,0.0,0.238,nytimes,@rolmiller @drlesko @melodyfairchild @nytimes @laurenfleshman @SGollishRuns Couldn’t agree more.,307
307,-0.7269,2018-06-09 23:38:20,0.79,0.21,0.0,CBSNews,"RT @samwhiteout: They killed him because they thought he was gay.

He was 8.

Miss me with the ""you're overreacting"" when it comes to homop…",308
308,-0.296,2018-06-09 23:38:19,0.82,0.18,0.0,nytimes,African-Americans and the Strains of the National Anthem https://t.co/39ljfU75GP @jessienuez @LateNightRich,309
309,0.0,2018-06-09 23:38:19,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",310
310,-0.4215,2018-06-09 23:38:19,0.813,0.125,0.062,BBCWorld,"RT @BBCWorld: Two men who look like Donald Trump and Kim Jong-un went for a walk in Singapore 
But are they fooling anyone? 🤔
https://t.co/…",311
311,-0.9439,2018-06-09 23:38:19,0.466,0.534,0.0,nytimes,"RT @paulkrugman: Really, really bad. Trump is throwing a temper tantrum, threatening dire retaliation against our allies for high  tariffs…",312
312,0.0,2018-06-09 23:38:18,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",313
313,-0.0258,2018-06-09 23:38:18,0.761,0.121,0.118,nytimes,RT @SwettmanF: @nytimes Why would any parent do this to their own children? Use kids to gain a way into the country. It's horrible. That's…,314
314,-0.4215,2018-06-09 23:38:18,0.813,0.125,0.062,BBCWorld,"RT @BBCWorld: Two men who look like Donald Trump and Kim Jong-un went for a walk in Singapore 
But are they fooling anyone? 🤔
https://t.co/…",315
315,-0.7003,2018-06-09 23:38:16,0.734,0.266,0.0,nytimes,RT @President1Trump: Trump says U.S. will no longer be ‘piggy bank’ for the world to Rob #AmericaFirst  https://t.co/7engmE8GUh,316
316,0.0,2018-06-09 23:38:15,1.0,0.0,0.0,nytimes,Trump Refuses to Sign G-7 Statement and Calls Trudeau ‘Weak’ https://t.co/0L8x3tsqKe . . . Samson pulling down the… https://t.co/hhx8uAZqS8,317
317,-0.7088,2018-06-09 23:38:15,0.777,0.223,0.0,CBSNews,"@CNN @MSNBC @ABC @washingtonpost @nytimes @FoxNews @CBSNews  
Trump what the hell happened with the G7 Summit! What… https://t.co/NBYlmDwc1F",318
318,0.0,2018-06-09 23:38:15,1.0,0.0,0.0,nytimes,"RT @susanchira: What’s the only city in the US where anyone can view surveillance camera footage? In Newark, Police Cameras, and the Intern…",319
319,-0.7088,2018-06-09 23:38:15,0.777,0.223,0.0,nytimes,"@CNN @MSNBC @ABC @washingtonpost @nytimes @FoxNews @CBSNews  
Trump what the hell happened with the G7 Summit! What… https://t.co/NBYlmDwc1F",320
320,-0.5859,2018-06-09 23:38:14,0.78,0.22,0.0,CBSNews,RT @CBSNews: Fire department issues warning about kids getting burned by garden hoses left in the sun https://t.co/26BU9veuDz https://t.co/…,321
321,0.0,2018-06-09 23:38:12,1.0,0.0,0.0,nytimes,RT @unrecognizableN: 46. که مخالفان اصل ج.ا هستند نیست.حتی خبری از کشته شدگان حوادث اخیر دی ماه هم نیست.ولی توییت های آبکی ابطحی ازنظرایشون…,322
322,0.0,2018-06-09 23:38:11,1.0,0.0,0.0,nytimes,https://t.co/ah8V5d1pIg,323
323,0.0387,2018-06-09 23:38:11,0.668,0.183,0.149,nytimes,"RT @davidaxelrod: Confronting our friends and coddling our foes seems like a weird strategy.  But, hey, we’re talking about a guy who had a…",324
324,0.0,2018-06-09 23:38:11,1.0,0.0,0.0,nytimes,RT @Haitham_A_S: نيويورك تايمز:الإلتزامات التي ارسلتها الإتحادات الكروية إلى الدول المرشحة على استضافة #كأس_العالم٢٠٢٦ وهي #أمريكا و #كندا…,325
325,0.0,2018-06-09 23:38:09,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",326
326,-0.0516,2018-06-09 23:38:06,0.902,0.098,0.0,nytimes,RT @animationhistry: Pixar Co-Founder John Lasseter to Leave Disney After ‘Missteps’ https://t.co/9D1GvmgfHe,327
327,0.0,2018-06-09 23:38:06,1.0,0.0,0.0,nytimes,This Exhibition in London Has Real Bite   via @NYTimes https://t.co/CrqUI2aG13,328
328,0.8225,2018-06-09 23:38:06,0.636,0.0,0.364,CBSNews,"@Angry_Margarita @CBSNews Yes, famous ones do have them to protect their intellectual property (images on tv, t-shirts, etc).",329
329,0.0,2018-06-09 23:38:05,1.0,0.0,0.0,nytimes,RT @MiaFarrow: Trump will meet Kim Jong-un without the presence of a White House science adviser or senior counselor trained in nuclear phy…,330
330,-0.4215,2018-06-09 23:38:05,0.813,0.125,0.062,BBCWorld,"RT @BBCWorld: Two men who look like Donald Trump and Kim Jong-un went for a walk in Singapore 
But are they fooling anyone? 🤔
https://t.co/…",331
331,-0.5994,2018-06-09 23:38:05,0.822,0.178,0.0,BBCWorld,"RT @mpitzke: Das meiste, was #Trump bei dieser “Pressekonferenz“ sagte, war frei erfunden, erlogen, falsch, unwissend, uninformiert oder be…",332
332,-0.168,2018-06-09 23:38:04,0.724,0.151,0.125,nytimes,"RT @nytimes: Who’s right, Elon Musk or Mark Zuckerberg? Is supersmart artificial intelligence a potential threat to humans, or a boon? http…",333
333,-0.0258,2018-06-09 23:38:04,0.584,0.212,0.204,nytimes,"RT @IanDunt: Powerful waves of national embarrassment, once again. https://t.co/60i9QB9QQw",334
334,0.0,2018-06-09 23:38:03,1.0,0.0,0.0,CBSNews,Another TRIPLE CROWN!! DAMN...has horse feed changed that much?? 🤔🤔😂 https://t.co/ePVPqXghuj,335
335,-0.7003,2018-06-09 23:38:03,0.734,0.266,0.0,nytimes,RT @President1Trump: Trump says U.S. will no longer be ‘piggy bank’ for the world to Rob #AmericaFirst  https://t.co/7engmE8GUh,336
336,-0.296,2018-06-09 23:38:02,0.803,0.12,0.077,nytimes,"RT @peterbakernyt: “The G-8 belongs to a certain era, and that era is over. That project has failed. The integration of Russia into the Wes…",337
337,0.5106,2018-06-09 23:38:01,0.852,0.0,0.148,nytimes,"New York Times, New York, New York, Wednesday, November 09, 1960

Penrose Tops Tal In Leipzig Chess
World Champion… https://t.co/cxI9Z6sZFP",338
338,0.25,2018-06-09 23:38:00,0.803,0.08,0.117,nytimes,"RT @SenBlumenthal: Trump thinks the Russian bear is a big friendly pet while Putin, a KGB thug, eats his lunch. No seat at the table until…",339
339,-0.6705,2018-06-09 23:38:00,0.353,0.647,0.0,nytimes,I Have Post-Brokeness Stress Disorder https://t.co/rjCpu1RmkA,340
340,-0.3595,2018-06-09 23:38:00,0.801,0.199,0.0,nytimes,RT @jazzcorner: RIP Lorraine Gordon. You will be missed! https://t.co/UK8NW8G4OT https://t.co/UK8NW8G4OT,341
341,0.0,2018-06-09 23:37:58,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",342
342,0.7269,2018-06-09 23:37:58,0.736,0.0,0.264,nytimes,RT @nytimes: Her $1 million gift left educators asking: How was one teacher able to save so much money?https://t.co/Vv8fhgbwWA,343
343,0.0,2018-06-09 23:37:58,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",344
344,-0.296,2018-06-09 23:37:57,0.547,0.273,0.18,CBSNews,this is horrible. let water run 'til cool. https://t.co/W5jCgHO17k,345
345,0.3919,2018-06-09 23:37:57,0.757,0.11,0.133,nytimes,"RT @MaddowBlog: ""There is no evidence that Mr. Putin is dictating American policy. But it’s hard to imagine how he could do much better, ev…",346
346,-0.3612,2018-06-09 23:37:56,0.752,0.171,0.077,nytimes,"RT @nytimes: Anthony Bourdain’s death prompted an outpouring of grief and tributes from friends and fans. ""He taught us about food — but mo…",347
347,0.0,2018-06-09 23:37:56,1.0,0.0,0.0,CBSNews,"Justify+captures+Triple+Crown,+wins+150th+Belmont+Stakes https://t.co/8PS9BRl0iO",348
348,-0.5321,2018-06-09 23:37:56,0.756,0.184,0.06,nytimes,"RT @StevePasquale: Never forget, through our national ptsd and exhaustion, who he is, and why we fight every day until he is gone forever.…",349
349,0.3455,2018-06-09 23:37:56,0.44,0.252,0.309,nytimes,RT @susanorlean: VERY helpful story: What to Do When a Loved One Is Severely Depressed  https://t.co/Tr7YGtyFGJ,350
350,0.0387,2018-06-09 23:37:55,0.668,0.183,0.149,nytimes,"RT @davidaxelrod: Confronting our friends and coddling our foes seems like a weird strategy.  But, hey, we’re talking about a guy who had a…",351
351,-0.3182,2018-06-09 23:37:55,0.827,0.173,0.0,nytimes,Lost John Coltrane Recording From 1963 Will Be Released at Last https://t.co/MaFFoBGBRE,352
352,-0.7269,2018-06-09 23:37:55,0.79,0.21,0.0,CBSNews,"RT @samwhiteout: They killed him because they thought he was gay.

He was 8.

Miss me with the ""you're overreacting"" when it comes to homop…",353
353,-0.5267,2018-06-09 23:37:54,0.72,0.191,0.089,CBSNews,"RT @CBSSunday: PREVIEW FOR SUNDAY MORNING

Suicide rates have increased more than 25% since 1999 

@mikeshinoda, co-founder of @linkinpark,…",354
354,0.0,2018-06-09 23:37:54,1.0,0.0,0.0,nytimes,"Waymo to Buy Up to 62,000 Chrysler Minivans for Ride-Hailing Service https://t.co/PNK0buR0Kn
#driver #drive #automobile #driving #sportcar",355
355,-0.9439,2018-06-09 23:37:54,0.466,0.534,0.0,nytimes,"RT @paulkrugman: Really, really bad. Trump is throwing a temper tantrum, threatening dire retaliation against our allies for high  tariffs…",356
356,0.5267,2018-06-09 23:37:53,0.82,0.0,0.18,nytimes,"RT @TomSteyer: On top of everything, the Trump Administration is trying to undo provisions of the ACA that protect consumers with pre-exist…",357
357,-0.5194,2018-06-09 23:37:52,0.749,0.251,0.0,nytimes,"RT @paulkrugman: Strange to say, I was not impressed by Trump's performance at the G7 https://t.co/YuwbtKaB2x",358
358,0.5574,2018-06-09 23:37:51,0.827,0.0,0.173,nytimes,"RT @syeddoha: #NYT: President Trump Thinks He Is a King.

Well @nytimes - like it or not - he is. 

That is what this republic chose. Remem…",359
359,0.8094,2018-06-09 23:37:51,0.577,0.0,0.423,nytimes,Nooo not Costco 😭 they got the best watermelons!! https://t.co/KB2WYoQkJr,360
360,-0.5859,2018-06-09 23:37:51,0.78,0.22,0.0,CBSNews,RT @CBSNews: Fire department issues warning about kids getting burned by garden hoses left in the sun https://t.co/26BU9veuDz https://t.co/…,361
361,0.0,2018-06-09 23:37:50,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",362
362,-0.5859,2018-06-09 23:37:49,0.833,0.167,0.0,CBSNews,"RT @Russian_Starr: So, Donald Trump said Barack Obama ""let Russia"" take Crimea. This is complete bullshit and here's why. https://t.co/RKFu…",363
363,-0.7269,2018-06-09 23:37:38,0.79,0.21,0.0,CBSNews,"RT @samwhiteout: They killed him because they thought he was gay.

He was 8.

Miss me with the ""you're overreacting"" when it comes to homop…",364
364,-0.4215,2018-06-09 23:37:37,0.813,0.125,0.062,BBCWorld,"RT @BBCWorld: Two men who look like Donald Trump and Kim Jong-un went for a walk in Singapore 
But are they fooling anyone? 🤔
https://t.co/…",365
365,0.0,2018-06-09 23:37:36,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",366
366,0.0,2018-06-09 23:37:36,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",367
367,0.0,2018-06-09 23:37:34,1.0,0.0,0.0,CBSNews,@RobertWhetsell https://t.co/kaL4kAMT2c,368
368,-0.5859,2018-06-09 23:37:34,0.78,0.22,0.0,CBSNews,RT @CBSNews: Fire department issues warning about kids getting burned by garden hoses left in the sun https://t.co/26BU9veuDz https://t.co/…,369
369,0.4404,2018-06-09 23:37:34,0.508,0.0,0.492,BBCWorld,@BBCWorld Hope so 😔😔,370
370,0.0,2018-06-09 23:37:29,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",371
371,-0.4767,2018-06-09 23:37:28,0.866,0.134,0.0,CBSNews,RT @kylegriffin1: This is a wild exchange between Trump and a CNN reporter (who Trump repeatedly calls 'fake news'). Trump says his relatio…,372
372,-0.0101,2018-06-09 23:37:28,0.799,0.102,0.099,BBCWorld,Sorry not sorry but I’ll believe it when I see it. https://t.co/cH2TDhDCRy,373
373,0.0,2018-06-09 23:37:28,1.0,0.0,0.0,CBSNews,RT @EHines44: @JanzforCongress @DevinNunes is complicit in Trump coverup. Is the @FBI career employees afraid to pull the cover off @realDo…,374
374,0.0,2018-06-09 23:37:27,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",375
375,-0.5859,2018-06-09 23:37:23,0.78,0.22,0.0,CBSNews,RT @CBSNews: Fire department issues warning about kids getting burned by garden hoses left in the sun https://t.co/26BU9veuDz https://t.co/…,376
376,0.8176,2018-06-09 23:37:23,0.717,0.0,0.283,CBSNews,"RT @CBSNews: Justify wins the 150th Belmont Stakes, becoming the 13th horse in history to win the Triple Crown https://t.co/0NO3ihaHKB http…",377
377,-0.4199,2018-06-09 23:37:22,0.589,0.411,0.0,CBSNews,@CBSNews Trump fighting for Americans!,378
378,0.0,2018-06-09 23:37:20,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",379
379,-0.5267,2018-06-09 23:37:18,0.72,0.191,0.089,CBSNews,"RT @CBSSunday: PREVIEW FOR SUNDAY MORNING

Suicide rates have increased more than 25% since 1999 

@mikeshinoda, co-founder of @linkinpark,…",380
380,0.0,2018-06-09 23:37:18,1.0,0.0,0.0,CBSNews,TRUMP BLASTS CANADA'S TRUDEAU FOR 'FALSE STATEMENTS'... https://t.co/RPT4J6fixx,381
381,0.8176,2018-06-09 23:37:17,0.717,0.0,0.283,CBSNews,"RT @CBSNews: Justify wins the 150th Belmont Stakes, becoming the 13th horse in history to win the Triple Crown https://t.co/0NO3ihaHKB http…",382
382,0.0,2018-06-09 23:37:15,1.0,0.0,0.0,CBSNews,@CBSNews JC!!!!,383
383,0.0,2018-06-09 23:37:11,0.75,0.125,0.125,BBCWorld,"@truthliketruth @Twitter @twitter are like @BBCMonitoring and @BBCWorld - they prefer to ignore real news - 
they a… https://t.co/b59CXlwMLS",384
384,0.6249,2018-06-09 23:37:09,0.549,0.0,0.451,CBSNews,Great yearbook picture. 🐶 https://t.co/QwIqHKNoKc,385
385,-0.4215,2018-06-09 23:37:04,0.813,0.125,0.062,BBCWorld,"RT @BBCWorld: Two men who look like Donald Trump and Kim Jong-un went for a walk in Singapore 
But are they fooling anyone? 🤔
https://t.co/…",386
386,-0.5859,2018-06-09 23:37:03,0.78,0.22,0.0,CBSNews,RT @CBSNews: Fire department issues warning about kids getting burned by garden hoses left in the sun https://t.co/26BU9veuDz https://t.co/…,387
387,0.0,2018-06-09 23:37:03,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",388
388,-0.4215,2018-06-09 23:37:01,0.813,0.125,0.062,BBCWorld,"RT @BBCWorld: Two men who look like Donald Trump and Kim Jong-un went for a walk in Singapore 
But are they fooling anyone? 🤔
https://t.co/…",389
389,0.0,2018-06-09 23:37:00,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",390
390,-0.3818,2018-06-09 23:37:00,0.822,0.178,0.0,CBSNews,"RT @InSpiteOfTrump: Trudeau, Trump continue fight on trade after Trump leaves G7 https://t.co/AVIH26zuRr",391
391,-0.7231,2018-06-09 23:37:00,0.569,0.431,0.0,BBCWorld,"Because fuck the boys, they don't need it :^) https://t.co/ZV5FykPiTu",392
392,0.5777,2018-06-09 23:36:55,0.616,0.0,0.384,CBSNews,Lmaooooo why is this so funny https://t.co/ZcJJQ1bETY,393
393,0.0,2018-06-09 23:36:52,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",394
394,-0.296,2018-06-09 23:36:51,0.855,0.145,0.0,BBCWorld,"No wonder Trump left early, can’t be spending “his” money on girls education. https://t.co/ec2LWSsaUr",395
395,0.0,2018-06-09 23:36:49,1.0,0.0,0.0,CBSNews,RT @CBSNews: Doctors told her parents she likely wouldn't live long— then that she would never walk. This 19-year-old with cerebral palsy s…,396
396,-0.4019,2018-06-09 23:36:46,0.886,0.114,0.0,BBCWorld,"RT @Naijadailyfeed: This brother was just robbed by SARS, he had to lose N10,000 before being released
#EndSARS @AJStream @CNN @BBC @Amnest…",397
397,-0.5859,2018-06-09 23:36:45,0.78,0.22,0.0,CBSNews,RT @CBSNews: Fire department issues warning about kids getting burned by garden hoses left in the sun https://t.co/26BU9veuDz https://t.co/…,398
398,0.0,2018-06-09 23:36:44,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",399
399,-0.5106,2018-06-09 23:36:42,0.719,0.281,0.0,CBSNews,"Report reveals Florida stopped doing gun permit checks for more than a year 
https://t.co/tff5c9dC33",400
400,0.0,2018-06-09 23:36:41,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",401
401,-0.3786,2018-06-09 23:36:41,0.841,0.159,0.0,CBSNews,"The dumbing of humans, is REAL!
Evidence is EVERYWHERE! 
Cant even find the strike zone w/o a little box around it https://t.co/35w1qJuCYN",402
402,0.0,2018-06-09 23:36:40,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",403
403,0.0,2018-06-09 23:36:34,1.0,0.0,0.0,BBCWorld,التغريدة المرفقة لـBBC الاخبارية مقطع لفصل استحدث على هامش بطولة كاس العالم ٢٠١٨ لتدريب المسؤولين في محطات المواصلا… https://t.co/aVpkDPA41Q,404
404,-0.5267,2018-06-09 23:36:33,0.72,0.191,0.089,CBSNews,"RT @CBSSunday: PREVIEW FOR SUNDAY MORNING

Suicide rates have increased more than 25% since 1999 

@mikeshinoda, co-founder of @linkinpark,…",405
405,0.0,2018-06-09 23:36:30,1.0,0.0,0.0,CBSNews,This horse is unreal. https://t.co/vrnuHOMjnB,406
406,0.0,2018-06-09 23:36:30,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",407
407,0.4466,2018-06-09 23:36:26,0.866,0.0,0.134,CBSNews,"RT @48hours: “I think that Harold Henthorn pushed my sister off the mountain.”

JOIN US TONIGHT FOR A DOUBLE FEATURE: https://t.co/IqaA27WJ…",408
408,0.0,2018-06-09 23:36:25,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",409
409,0.0,2018-06-09 23:36:25,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",410
410,0.0,2018-06-09 23:36:24,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",411
411,0.0,2018-06-09 23:36:24,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",412
412,0.6239,2018-06-09 23:36:21,0.55,0.0,0.45,CBSNews,@CBSNews @cbschicago That’s Amazing! ♥️,413
413,-0.7269,2018-06-09 23:36:19,0.79,0.21,0.0,CBSNews,"RT @samwhiteout: They killed him because they thought he was gay.

He was 8.

Miss me with the ""you're overreacting"" when it comes to homop…",414
414,-0.5859,2018-06-09 23:36:18,0.78,0.22,0.0,CBSNews,RT @CBSNews: Fire department issues warning about kids getting burned by garden hoses left in the sun https://t.co/26BU9veuDz https://t.co/…,415
415,0.0,2018-06-09 23:36:18,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",416
416,-0.5859,2018-06-09 23:36:15,0.78,0.22,0.0,CBSNews,RT @CBSNews: Fire department issues warning about kids getting burned by garden hoses left in the sun https://t.co/26BU9veuDz https://t.co/…,417
417,0.0,2018-06-09 23:36:15,1.0,0.0,0.0,CBSNews,@CBSNews Weed?,418
418,0.5574,2018-06-09 23:36:14,0.753,0.0,0.247,CBSNews,"RT @CBSNews: Trump says he may pardon Muhammad Ali, who does not need a pardon https://t.co/CSfrmCESau https://t.co/lEbE35xvkE",419
419,-0.5859,2018-06-09 23:36:12,0.78,0.22,0.0,CBSNews,RT @CBSNews: Fire department issues warning about kids getting burned by garden hoses left in the sun https://t.co/26BU9veuDz https://t.co/…,420
420,0.8176,2018-06-09 23:36:12,0.717,0.0,0.283,CBSNews,"RT @CBSNews: Justify wins the 150th Belmont Stakes, becoming the 13th horse in history to win the Triple Crown https://t.co/0NO3ihaHKB http…",421
421,0.1511,2018-06-09 23:36:11,0.8,0.088,0.112,CBSNews,"RT @Ocasio2018: When #abolishICE and no corporate money makes it your local station!

Thank you @CBSNLive &amp; @TanyaRivero for having me on.…",422
422,0.3612,2018-06-09 23:36:03,0.872,0.0,0.128,BBCWorld,"RT @BBCWorld: Russian workers being taught how to smile more ahead of the World Cup 
☺️☺️
https://t.co/WBNlLAf9Nt https://t.co/uyLxrpKct6",423
423,-0.3855,2018-06-09 23:36:03,0.851,0.149,0.0,BBCWorld,@PrisonPlanet Why don't you support #freetommy ? Why have you not covered it? I genuinely don't understand.… https://t.co/BeUQaUiE5S,424
424,0.0,2018-06-09 23:35:56,1.0,0.0,0.0,BBCWorld,@JOKIAS1 @KildayMorgan @BBCWorld He's actually making an effort unlike the last 3....,425
425,0.0258,2018-06-09 23:35:38,0.948,0.0,0.052,BBCWorld,"Rev @BBCWorld
I saw this on the BBC and thought you should see it:
G7 commits to 'rules-based trading system' despi… https://t.co/u6cR9uw8dZ",426
426,0.2216,2018-06-09 23:35:03,0.874,0.0,0.126,BBCWorld,@BBCWorld So many conditional pledges! They don't pay anything for the sake of humanity!,427
427,-0.4215,2018-06-09 23:34:52,0.813,0.125,0.062,BBCWorld,"RT @BBCWorld: Two men who look like Donald Trump and Kim Jong-un went for a walk in Singapore 
But are they fooling anyone? 🤔
https://t.co/…",428
428,0.3612,2018-06-09 23:34:43,0.872,0.0,0.128,BBCWorld,"RT @BBCWorld: Russian workers being taught how to smile more ahead of the World Cup 
☺️☺️
https://t.co/WBNlLAf9Nt https://t.co/uyLxrpKct6",429
429,0.128,2018-06-09 23:34:41,0.323,0.312,0.366,BBCWorld,@BBCWorld Indirectly encouraging boy illiteracy,430
430,-0.296,2018-06-09 23:34:39,0.905,0.095,0.0,BBCWorld,RT @mobi5417: Amazingly it was recorded on 4 Dec 2009 no as originally I mentioned in 2014.Last 3 mins would explain y #PTM all of a sudden…,431
431,0.2732,2018-06-09 23:34:39,0.605,0.149,0.247,BBCWorld,"RT @ajridgeley: God didn't give it, you did my old friend. 
Cleft with grief. 
A xx https://t.co/yPzbB3rDGE",432
432,0.2577,2018-06-09 23:34:17,0.816,0.0,0.184,BBCWorld,@BBCWorld That means they aren't real in meeting PLZ clarify,433
433,0.4069,2018-06-09 23:34:05,0.621,0.143,0.237,BBCWorld,"RT @Harinzeyart: HELP SPREAD THE WORD! 

DAILY, INNOCENT NIGERIANS ARE ASSAULTED BY FEDERAL SARS... PEOPLE HAVE BEEN SHOT, MANY HAVE DIED..…",434
434,0.0,2018-06-09 23:33:43,1.0,0.0,0.0,BBCWorld,@nbcsnl https://t.co/0wq3izSueY,435
